component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10
43.696440496733985,-95.97816128714103,25.831786168230913,-27.804260566639243,17.191479488846745,-3.2497714563186024,1.012037355596861,2.4593086693828767,0.6807813796894225,-0.8174464821041204
-309.49403370846704,39.498699622114856,-54.92252732037472,37.810236090924505,-1.7814163844125501,9.051953362364214,-2.8578792035431957,1.9677338465256158,0.5809905039457609,-1.144321613413647
-253.08849970214715,-70.16606594812427,-9.856150128434264,-8.495492709826863,-11.35243305653315,-1.2033626536023427,1.9825621869674508,3.147531230327838,0.033119196187984375,2.3978612510644837
-31.937331714426737,236.74273134577064,-28.48381910631926,-17.227041633529577,19.510558198229308,-7.237127901274602,-4.5227987367179185,0.2707612418942879,-1.1227134676393975,0.6667412804515803
467.9563017849176,133.9550797607747,-17.395310971715634,-0.16118937962177307,-6.879611450714258,-3.218229600938694,-1.5085510858977476,0.2859379721945762,0.8489564081177133,0.04663389094277927
-287.18830714759537,17.589621247959457,-22.582912307023555,-9.294171600371788,-25.54339064546132,-2.02377025622084,0.7707259851128454,-1.6299353020229759,1.4934456614211227,0.14927098274078832
-180.4230819336003,152.06725290890236,-28.933630073707242,-8.21341679512566,13.495605328824993,7.37756724694815,3.0670254074295924,-2.3556984063217485,1.145603802158319,0.6522934641406655
-112.47183031858437,-101.63559601666944,14.373747485040584,-21.022929818700792,5.560945524422709,-4.740808463453715,-0.6553438967565408,-2.3234150891798486,1.53108347734783,0.7068970444582253
-166.34599009663705,-65.989779577614,-20.40986253063245,32.71718486479073,27.27098942553118,-4.453427034244404,4.361538180687712,-0.4045090069352873,-0.7930691569402836,-0.14717964483697585
205.2335743936259,-109.83583983669612,17.418142558234873,8.361961720627527,4.721252381628009,7.673311820787971,0.3630590629791446,-1.5515083660960098,-1.0081886216988727,0.8189950190267814
201.26153147444583,-98.8896285275409,9.856114403973134,9.120033872872154,3.60121201069803,4.225159018750256,-3.702312049680849,-1.702364569724722,-0.47624885177606474,0.44317725854981754
-213.75502859899643,170.49073935551507,131.5142607753671,23.905944431454444,-4.138593191924716,-1.2174339212472287,-0.05020194637408115,0.32585528042174716,0.36763214287942964,-0.06802529765319604
168.79499175103982,-53.65230040177922,15.488291508672686,5.829401340345265,-2.526515117897871,8.988464311492766,-1.2661130537085499,-0.051106193877255665,-2.3436464137481763,0.6175725823693488
275.6615041299334,-31.509079594441776,-5.859431167516055,11.67090597733708,-0.3998513375312845,-8.524560878755665,-2.097759428118907,0.6238850969456677,1.1650343318516128,-0.4058594216161385
-277.1249381856047,-107.31305091983735,6.221774940157839,-16.389165897144714,-3.790726493292795,-4.407733251123062,-1.432071757991924,-1.8797342528329297,-0.8813096873765962,-1.9568064903351283
-131.9458933122678,-74.01430105357682,3.3536008532196098,-20.25490049525867,0.5649435336903353,1.8076527202686257,-1.937629101365302,2.366162477838371,-1.6107505694535715,-0.28398567003734587
74.03885822670634,108.82380814801118,-5.0216149016690625,-28.16540674867506,-12.319015242014666,9.143063613092114,1.6940849578409096,-0.18282455451693444,-1.7068801702194598,-0.9450400623921384
252.12240870200608,49.50403064897094,-14.377301888348407,8.439301015685485,-10.727379608277172,-7.832427514121949,7.049517130646868,0.19172598666003868,-1.9846997495079912,-0.5308466171112157
17.893339280458328,-66.18921362486684,-20.949504309441622,23.452592363508607,-15.592087264339376,-7.911152044190904,-2.2030974265251175,-0.674615199097804,0.09312611594968513,0.35631567148993953
257.1159844784594,-33.49894624973132,4.734346012285721,-4.279586032651702,3.134033900527831,7.752632881787929,1.9332074194188318,1.1168091384144987,3.9877336688114826,-0.5562471457344794
