combinations,mahalonobis_distance,cosine_distance,correlation_distance
Sequence_1-Sequence_2,32.90779570197873,0.5306759968679811,0.5249966468819653
Sequence_1-Sequence_3,52.02529484018814,0.44566137997183886,0.44583805437081836
Sequence_1-Sequence_4,43.75479599881159,0.4015775846044952,0.4008006696729248
Sequence_1-Sequence_5,43.53039221279697,0.3713704973030433,0.3673652096325597
Sequence_1-Sequence_6,58.085938233972634,0.8633768414312111,0.8640367637974161
Sequence_1-Sequence_7,68.72078127772706,1.3567780359458084,1.3566074622195263
Sequence_1-Sequence_8,60.20337637328418,0.5220832498289525,0.522306886420858
Sequence_1-Sequence_9,35.36138991241978,0.4477005737696792,0.4441124572082251
Sequence_1-Sequence_10,41.3391347159917,1.1537828470235096,1.1544184739855696
Sequence_1-Sequence_11,34.77838799439514,0.28878962757333393,0.28859174054454917
Sequence_1-Sequence_12,50.08192591347458,1.13186057091227,1.1312316335920536
Sequence_1-Sequence_13,54.66188835373276,0.6601734828864253,0.6593659066736404
Sequence_1-Sequence_14,52.99898822723504,0.4700097910467098,0.4691387651568263
Sequence_1-Sequence_15,44.77724295842567,1.3851287003087631,1.3859410409158976
Sequence_1-Sequence_16,49.389938093685686,1.6243012633324594,1.6252383721383237
Sequence_1-Sequence_17,46.053261084818715,1.1719805031540884,1.173171043128052
Sequence_1-Sequence_18,40.864997369064035,0.6204597803084526,0.6203779810970909
Sequence_1-Sequence_19,50.94496895852639,1.363514302557081,1.36477792520065
Sequence_1-Sequence_20,40.74698189636365,0.4842264579301102,0.48252315197395257
Sequence_1-Sequence_21,48.853468720927225,1.6210284794719994,1.6232374518053385
Sequence_1-Sequence_22,47.5865041221377,0.9370278551305103,0.9364832977829822
Sequence_1-Sequence_23,42.0267611833373,1.10342472176965,1.103431935863208
Sequence_1-Sequence_24,47.964722370189925,1.0980873010513048,1.0969916291493915
Sequence_1-Sequence_25,53.29035937166906,1.4631226379280533,1.4763879629217294
Sequence_1-Sequence_26,49.49623710247765,0.9812894988126117,0.982144367193073
Sequence_1-Sequence_27,45.62449719321895,1.0765272077050607,1.07566860636683
Sequence_1-Sequence_28,34.45546300741655,0.20883564961211099,0.20669766710366289
Sequence_1-Sequence_29,44.61415541392091,1.2975815155349681,1.2981622634536845
Sequence_1-Sequence_30,34.119305099781165,0.2523154532738079,0.2517384831208077
Sequence_1-Sequence_31,41.680647140884226,0.3081922750919138,0.3079836910732491
Sequence_1-Sequence_32,45.796150800425046,1.115671752722301,1.115618142264384
Sequence_1-Sequence_33,52.75767198294418,0.48279609256373435,0.48299626446103083
Sequence_1-Sequence_34,51.10049130054158,0.44332198839398984,0.44262312006493565
Sequence_1-Sequence_35,55.33365773352393,1.4825989867589005,1.4826951319726374
Sequence_1-Sequence_36,51.258837600123194,1.2621862327434186,1.263089805111145
Sequence_1-Sequence_37,35.70986943544258,0.15988536160807143,0.15223160601600016
Sequence_1-Sequence_38,46.39731137946035,0.4182997200899323,0.4174598326898624
Sequence_1-Sequence_39,18.880162644634222,0.06903252713202634,0.06895765228356154
Sequence_1-Sequence_40,46.895154928496794,1.452958668262885,1.4528986369362005
Sequence_1-Sequence_41,49.40856533459821,0.6881795054494825,0.6885879362988007
Sequence_1-Sequence_42,41.282990923190184,1.127215339084906,1.1275542927177695
Sequence_1-Sequence_43,52.460513515518606,0.9674768055214691,0.9683616293315155
Sequence_1-Sequence_44,42.19260045240141,0.21463371770508521,0.2124947379807085
Sequence_1-Sequence_45,51.31423505755517,1.314975049304012,1.3232819403680653
Sequence_1-Sequence_46,42.843915893726866,1.2230852405149018,1.2238818632043487
Sequence_1-Sequence_47,43.87707208282698,0.37034551853505104,0.3702251440161025
Sequence_1-Sequence_48,47.37327581884997,0.979498380494943,0.9803324435059763
Sequence_1-Sequence_49,45.70688777447948,1.1147344876894123,1.114815817195365
Sequence_1-Sequence_50,48.31228490758059,1.4990983761320105,1.5026443866448607
