9.8551,17.175,23.182,36.662,40.217,28.374,9.8231,18.745,26.343,20.255,12.349,14.318,11.459,34.739,76.482,113.07,63.76
57.879,179.89,98.412,45.326,36.521,134.61,49.611,60.042,51.267,23.854,81.39,40.246,38.189,34.896,23.39,23.003,33.461
45.376,50.645,38.47,105.01,103.57,45.338,22.397,49.504,43.426,34.226,25.589,9.4567,8.6967,31.793,59.173,76.629,40.603
12.19,24.632,25.054,24.932,23.802,22.223,22.47,27.181,35.898,45.889,54.419,59.301,59.081,53.27,42.663,30.12,11.647
19.077,29.669,39.268,57.565,66.035,10.738,59.895,88.683,32.759,51.541,38.994,54.942,54.144,38.961,27.24,110.65,47.405
20.927,39.735,33.841,25.678,18.471,17.499,22.644,28.255,31.346,31.224,28.706,26.111,26.543,30.852,36.65,41.22,21.46
66.943,190.12,62.909,54.593,69.265,50.581,92.077,61.532,74.034,16.558,66.944,50.77,16.25,46.699,9.8396,29.48,1.9764
23.167,47.899,49.361,47.519,41.062,25.902,5.9388,30.355,46.655,39.644,11.682,21.554,37.797,26.103,12.513,46.595,30.851
3.639,8.2934,10.318,11.945,12.449,11.72,10.409,10.358,13.42,18.995,25.638,32.353,38.485,43.593,47.396,49.73,25.258
35.576,49.374,22.423,38.528,64.447,62.532,40.887,37.753,85.001,62.614,33.164,69.092,25.156,32.49,55.721,104.37,17.415
9.158,17.039,24.576,37.35,39.803,27.129,9.1207,20.138,27.451,21.036,13.518,15.7,12.671,35.198,77.291,114.3,64.457
11.671,19.537,10.518,12.335,26.109,38.079,45.19,47.593,47.446,47.07,46.821,45.173,40.878,34.425,27.909,23.609,11.128
67.551,191.3,101,29.126,32.388,132.94,57.972,54.418,67.125,7.7513,62.068,57.655,46.343,24.019,30.822,37.086,23.789
15.751,30.26,26.608,20.812,13.595,8.0341,12.249,21.51,30.782,38.46,43.57,45.487,43.988,39.358,32.567,25.702,11.258
12.446,24.039,21.598,18.066,14.842,14.809,19.478,26.718,34.264,40.643,44.831,46.162,44.38,39.741,33.187,26.733,11.904
18.652,39.478,43.958,46.52,43.698,35.992,34.208,50.468,73.806,91.214,94.941,82.01,55.01,25.89,33.402,56.418,32.813
17.276,47.231,66.12,75.178,70.479,54.617,35.92,29.046,35.838,40.371,36.952,27.712,18.743,16.295,17.361,16.894,8.0349
7.5659,14.848,13.962,12.376,9.9587,6.6074,2.611,4.3497,10.799,18.284,26.305,34.39,42.019,48.658,53.81,57.077,29.098
19.129,35.823,37.236,41.86,37.248,19.364,29.018,64.959,90.401,75.746,22.858,23.306,12.591,49.255,82.259,62.345,11.313
2.3541,31.482,44.84,33.869,9.6461,27.328,44.189,47.198,45.988,46.613,42.532,30.425,16.547,10.916,12.32,14.524,7.885
16.052,34.643,40.181,44.909,45.815,41.34,31.83,20.332,14.819,19.215,22.45,19.059,9.3077,8.7205,23.145,34.45,19.323
32.572,57.681,37.237,9.6545,21.414,44.976,58.676,61.383,55.958,48.378,44.537,44.625,43.952,39.276,30.592,20.303,7.2578
6.9694,24.564,39.951,46.331,36.728,17.999,27.884,43.123,40.39,23.087,5.736,7.6954,23.229,45.175,58.479,56.149,25.259
1.0808,13.984,22.667,30.77,45.297,59.263,61.806,50.372,36.06,36.394,39.861,31.241,23.865,45.248,70.905,87.286,46.284
60.774,176.96,117.06,9.0076,44.177,79.365,104.02,65.817,44.302,28.271,22.428,59.134,26.824,80.677,26.034,70.815,38.633
3.0305,6.7787,8.8624,12.172,16.527,21.65,27.142,32.483,37.078,40.326,41.7,40.831,37.595,32.191,25.275,18.391,7.5237
