22.761,38.762,25.377,25.661,35.131,36.425,29.57,24.027,23.533,19.411,8.6117,8.2743,18.827,23.617,24.482,25.574,13.259
2.3166,56.701,65.919,102.33,80.083,13.038,6.3348,39.921,26.045,39.167,37.583,15.591,38.399,11.649,25.233,30.851,14.291
17.513,37.477,33.931,16.66,9.5082,26.455,31.097,23.602,10.268,7.2448,5.3943,15.47,46.206,73.846,86.03,83.107,39.359
10.447,21.586,22.923,23.482,22.24,18.935,14.077,9.1197,7.4244,10.526,14.783,18.658,22.07,25.159,27.821,29.688,15.183
46.206,47.443,17.12,30.175,64.834,11.573,58.796,86.554,13.872,14.922,27.99,7.5731,12.826,71.529,59.372,16.447,1.7492
10.67,21.452,21.488,20.795,18.839,15.598,12.055,10.945,14.19,19.325,23.82,26.307,26.073,22.913,17.083,9.2928,1.1175
17.389,14.645,18.837,69.559,86.856,46.623,33.029,44.734,7.8847,35.712,25.505,18.27,33.648,12.741,23.469,32.292,12.679
20.209,41.461,36.469,22.87,28.084,41.971,37.608,18.975,35.538,63.708,77.805,76.587,64.257,45.193,31.725,38.864,22.791
22.199,41.361,32.727,19.939,6.8843,13.89,27.044,36.732,41.254,40.057,33.552,23.108,11.577,9.5341,18.587,25.835,14.227
45.492,48.815,31.913,43.6,29.65,26.1,29.445,70.052,28.781,9.0177,82.592,107.5,15.835,60.808,50.665,42.492,55.101
24.449,40.88,23.637,23.187,36.313,39.655,32.191,23.005,20.17,16.987,7.5449,5.4926,15.723,20.28,21.111,22.203,11.572
22.224,43.319,40.464,36.988,33.483,29.519,24.672,20.331,20.02,24.174,28.613,30.111,27.704,22.167,15.352,9.4317,3.4059
1.415,57.608,66.54,100.78,81.278,14.391,7.2044,39.046,26.456,37.658,39.362,17.376,37.258,10.448,24.54,32.59,13.389
0.76702,8.0521,15.271,21.409,26.108,29.271,31.034,31.695,31.574,30.868,29.559,27.448,24.284,19.921,14.448,8.3663,2.1656
21.884,42.307,38.023,31.226,22.485,12.927,7.2995,13.787,22.865,30.485,35.494,37.276,35.594,30.594,22.854,13.612,3.7456
0.80691,4.5085,10.271,18.075,26.936,35.5,42.399,46.531,47.257,44.508,38.771,30.984,22.343,14.101,7.3894,3.1292,0.91139
19.735,36.992,29.97,19.584,8.0712,8.3518,19.369,29.303,37.055,42.367,45.09,45.005,41.863,35.593,26.553,15.984,4.5729
21.079,39.443,31.717,20.181,6.6274,6.8294,18.079,25.339,27.428,23.95,15.353,2.8721,11.664,26.103,38.298,46.429,24.641
50.176,45.265,47.003,60.305,53.989,69.802,20.481,54.929,45.119,25.68,28.982,21.921,27.183,23.154,35.438,15.189,4.0349
30.868,61.031,51.427,27.232,4.6628,16.003,1.9891,35.554,75.827,95.258,81.499,40.869,9.4933,42.643,54.214,48.038,20.735
9.8652,18.615,16.496,16.001,17.647,19.712,22.616,29.046,39.279,50.238,58.323,61.05,57.636,49,37.351,25.955,10.232
0.40154,12.637,22.424,27.297,26.381,20.335,11.843,9.5459,16.911,23.624,26.571,25.378,20.884,14.627,8.355,3.5004,0.50082
24.158,43.615,31.51,23.531,26.419,21.898,15.084,29.19,36.446,31.142,32.263,38.403,34.306,32.412,40.734,41.502,18.898
0.035265,3.3751,10.074,19.809,30.032,37.14,38.453,34.577,30.89,33.024,37.425,37.454,30.933,20.097,10.933,11.087,6.5489
8.5177,44.315,81.136,92.353,68.93,16.298,7.3158,22.945,32.105,26.593,31.567,9.8866,26.51,16.12,8.9519,33.796,24.149
18.686,35.11,28.696,19.21,8.663,6.3118,14.39,20.268,22.02,19.251,12.549,5.6084,12.643,24.104,34.129,40.867,21.618
29.723,50.859,27.667,2.0094,23.166,24.432,11.384,33.552,52.121,46.559,22.127,13.372,23.398,21.165,30.496,49.468,28.919
1.3258,2.9806,3.9227,5.3519,7.0817,8.8906,10.554,11.877,12.721,13.022,12.799,12.149,11.229,10.228,9.3402,8.7325,4.2584
15.37,63.059,20.637,55.101,17.214,65.896,51.157,33.952,22.047,35.021,46.341,74.887,38.242,46.65,60.37,63.286,24.98
20.413,40.435,38.103,31.85,21.601,13.539,20.576,31.969,38.614,38.119,31.011,19.846,8.182,0.75997,4.7863,4.1789,0.95504
35.079,41.793,32.942,60.832,99.461,72.086,88.946,33.091,30.863,28.468,15.369,60.45,94.847,75.719,46.29,40.536,29.367
23.677,44.864,37.751,27.071,14.715,7.1307,15.194,24.345,30.188,31.918,29.644,24.151,16.774,9.4042,5.5046,7.107,4.1625
8.5069,14.628,9.5598,10.465,17.79,23.716,25.913,25.211,24.615,26.608,30.265,33.614,36.572,40.444,45.513,50.055,25.939
12.408,23.311,18.946,12.187,4.4454,7.8192,17.521,26.845,34.67,40.223,42.955,42.566,39.04,32.653,24.015,14.346,4.1212
4.393,12.944,20.005,26.006,29.643,30.351,27.99,22.776,15.214,6.0661,4.3675,14.307,23.604,31.501,37.486,41.21,21.237
10.338,17.928,11.032,8.5981,17.858,27.312,32.637,32.254,26.161,15.794,4.706,10.043,18.46,22.427,21.605,17.794,7.6799
15.203,25.628,13.492,5.8348,15.345,18.374,12.418,9.0289,21.899,32.208,33.683,26.323,15.345,10.777,12.002,8.4711,0.51793
28.323,44.912,23.275,20.829,24.089,23.124,18.77,24.947,38.354,31.753,4.5264,31.275,42.262,27.227,7.4522,12.464,6.296
18.298,27.855,18.363,40.309,61.191,66.54,56.04,37.177,20.235,14.028,19.016,27.125,31.919,29.581,20.869,10.063,1.0339
25.927,44.045,23.913,27.237,47.989,44.815,16.185,25.91,43.021,33.289,44.593,81.869,98.117,82.633,47.959,18.443,6.8159
9.3756,21.493,26.031,27.628,24.332,16.661,9.5218,15.389,26.292,34.95,39.504,39.733,36.49,31.305,25.944,21.999,10.278
30.416,48.872,18.399,16.09,37.205,36.544,24.274,23.174,20.761,7.128,25.59,44.106,48.864,41.495,28.016,14.022,2.6224
0.099044,61.221,64.903,101.43,80.862,15.659,9.9255,40.167,22.764,37.518,37.783,16.192,37.6,8.7401,22.438,30.273,15.532
32.147,59.273,45.552,27.548,17.547,27.247,37.827,40.76,34.874,22.035,8.3769,15.939,28.376,35.235,35.793,32.516,15.183
31.245,61.541,58.334,52.266,43.467,33.543,25.674,22.628,22.51,21.084,16.69,11.078,10.664,16.722,23.013,27.153,14.281
8.6404,16.658,14.807,11.814,7.9732,4.613,6.2264,11.251,16.457,20.8,23.64,24.536,23.259,19.831,14.535,7.9622,1.2979
1.9284,41.04,66.349,50.196,8.8991,62.379,69.835,29.014,19.991,38.615,34.485,16.223,36.577,86.956,108.35,96.982,42.58
6.1885,13.503,15.997,18.435,19.944,20.242,19.531,18.406,17.668,17.857,18.828,19.926,20.523,20.347,19.55,18.642,9.1211
28.806,41.251,23.675,48.485,50.401,18.906,34.057,68.821,73.8,53.165,25.18,3.2746,20.584,41.577,54.394,56.497,27.577
16.55,34.038,35.602,34.833,28.956,17.987,13.364,26.85,39.742,44.281,38.712,25.471,10.774,8.4753,12.409,9.9756,2.9085
7.1154,16.501,19.953,18.608,9.0004,10.401,27.788,37.674,37.98,42.824,62.142,79.351,79.812,62.654,44.485,47.257,26.738
33.075,58.839,60.859,28.788,50.512,51.127,51.493,43.844,32.584,17.037,38.853,32.614,13.812,13.178,14.034,64.415,43.659
