component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10
158.85212770557314,-5.744938542104311,-4.426939179138066,0.3630662364253739,-3.1669794656361985,1.7262039936594513,-0.1442266050245656,0.7274749321807125,0.21814199097791026,-0.5937197337698581
-125.53135850967078,7.913874991001821,8.682682100365085,-2.6766587304689162,-6.006483082786065,-1.7819829584512794,3.926652916447466,-0.6225631368483634,0.29459975997615684,0.005883070549878549
54.14378978209506,6.624095878624858,4.907785204850844,2.251324785955815,5.660004856979308,5.68440815937596,-0.6149438988600255,-0.724198988159877,0.4415316918951933,-0.16340974116323875
81.03831458345219,11.022871310916486,3.6238117716142266,-9.776920650267625,1.970918789160347,-1.9227931157843967,-3.1897349231138152,-0.5465112129786692,-0.7343182501687492,0.2948553256476731
98.70930042959134,-3.1742102870439775,-8.955599621394494,0.026733802706536563,7.799549558218891,-1.2946719846296126,4.295235975067049,0.8232238120323121,-0.43667431319796657,0.1950897277874315
-14.526815816634516,0.4121431151830208,3.542415982780857,1.1135600433425994,3.7471935300718937,4.747698756077915,2.0982168880799428,-0.6648244033010537,0.4531827368464563,-0.0908688493784376
6.943875375137926,4.546567999304494,4.115394078374906,-8.544781485348715,4.86012155802101,-5.3512518289878,0.5865260832803786,-0.7132853677320534,0.5490310527772947,-0.5027890798466077
234.72475507073108,-3.1573889000836926,-1.1533598687484445,-2.7044818910487742,-3.928512685165911,-0.6474163349467132,0.3220939226444634,1.1854620892514882,-0.39780989543225354,-0.28986153081876975
-35.1916928341813,2.9643086065001327,3.9372764493633516,-3.0015666682310456,-3.384422322227126,-2.3120576477020838,2.2640159008890826,0.4170109108713748,0.5409018957637767,0.29002376230662785
-58.19942178805959,-9.472474599004716,-6.984965095284724,3.7318420149760354,0.25509247119537554,-2.1287539143134944,-0.6934808850723948,-0.7093756046624877,-0.9384920830068683,0.04818968660173942
-58.11525450396509,-9.09135368688601,-7.245170806986964,3.4772497961241737,0.1487846380109588,-1.9057346283282481,-1.779919111805232,-0.8693180416766033,-0.8939301386382242,0.007246833711802123
-70.81120436552291,-13.942464552213705,-11.938878856447095,6.30743487072273,0.9068076222523067,-2.5836989154035686,0.17300675833356435,0.2785463263045761,1.4204934842297785,0.34001724962536023
-58.01101030980562,-2.540234133391214,-1.4572485189186883,3.02902503477763,-5.104131149032951,2.53275270234182,1.5970368899047294,-0.8301315794414375,-0.6564705589117285,-0.27996800387756327
-136.48635799681432,2.2253280080987174,1.3064423944990522,-1.352978092465244,0.4903691774265164,2.370236225985951,2.0518048069276897,0.5161529800057654,-0.8011840817360938,0.05522669283960107
78.90029209322817,8.368435376772567,20.91104089124763,14.621580840511315,1.1271821385303662,-3.2391042270295918,-1.3074043162389926,0.48821181652879875,-0.18547769592787114,0.08221908591824126
145.94332111692194,0.5265085026941774,0.47967729718863467,-3.2958416501503423,-2.6502158058035543,3.3468289747316424,-0.16957138602646946,-0.12978920995628726,-0.0982363838830489,0.8651052608275196
71.59788015119108,-1.5813083572269948,-2.6369933214888635,-1.3780394724271348,-2.7231499962124124,0.4985840143274145,-3.016162647397987,-0.6315655796005952,1.2039335586499942,0.06017450784610382
-219.68503856025828,-31.14600931531547,10.1206770619115,-5.8057112714981605,1.4522809203561218,1.850171126882267,-2.838873603527986,1.3349982465107815,0.004737484207423235,-0.044760760021278226
-169.9028203014623,43.876731613015714,-10.380320650818682,0.9168361143773562,-0.1607431755390459,0.8680771703735299,-2.3234025153126976,1.0840102312622633,0.073515233182317,-0.09286074966681755
15.607318678452428,-8.630483028841798,-6.447727312969969,2.6983263719867003,-1.2936675778201137,-0.4574955681793218,-1.2368702491938963,-0.41352822059045974,-0.05747548760341663,-0.18579275511961377
