3.4038,9.2494,13.415,16.239,16.354,13.746,10.087,8.2084,8.2511,7.4283,5.5024,6.231,10.311,14.761,18.517,21.107,11.025
25.347,64.455,46.705,21.727,13.303,31.433,8.6039,5.9443,9.7787,18.316,14.909,22.551,18.252,9.7357,12.716,8.4197,10.375
23.117,29.901,9.4948,35.593,36.146,15.488,12.392,17.86,9.7175,8.6837,11.398,8.4561,7.5915,11.881,15.939,12.181,0.75468
4.1304,10.138,13.769,16.932,18.65,18.567,16.739,13.582,9.9131,7.169,7.0031,8.5282,9.7132,9.7076,8.4954,6.7022,2.866
2.1393,3.5708,1.7716,17.914,20.316,11.905,9.6374,15.514,12.787,11.079,11.134,9.5019,13.513,17.059,3.6552,16.024,9.0326
0.047991,1.3335,2.6469,3.9029,5.0172,5.88,6.3859,6.4765,6.1914,5.7319,5.5035,5.9406,7.0729,8.5211,9.863,10.79,5.5595
30.225,64.981,38.425,15.666,7.094,12.48,22.262,13.062,20.059,16.267,15.35,19.443,20.213,10.676,10.555,12.399,3.5295
7.674,13.428,8.3661,3.5657,6.9852,10.447,10.886,9.6659,9.4895,10.711,11.957,12.942,13.479,13.191,12.642,12.733,6.4935
6.5907,12.34,9.9395,6.3307,2.0421,2.3233,6.1136,8.8145,10.065,9.7358,7.9528,5.131,2.4168,3.5614,6.3797,8.4255,4.5783
8.2612,16.827,1.9824,9.1821,7.4128,23.708,24.544,31.116,23.801,14.475,19.608,18.607,17.615,16.472,28.588,40.314,2.7353
5.537,13.507,17.139,18.028,15.085,9.7602,7.4368,10.66,12.517,10.373,4.7365,3.1355,10.479,16.865,21.838,25.135,13.158
2.2059,9.4554,15.465,18.479,17.663,13.316,6.6485,2.1758,8.0459,12.357,13.764,12.304,8.7672,4.7438,3.8184,5.9422,3.4704
29.248,70.103,45.575,13.992,20.948,29.939,3.8755,6.6628,17.355,11.992,12.484,26.596,12.097,15.718,6.9205,15.913,6.473
1.7178,5.8396,9.3812,11.921,12.835,11.932,9.3457,5.5339,1.9829,4.6321,8.4837,11.214,12.334,11.717,9.5979,6.721,2.5245
2.5952,6.5066,8.8536,10.546,10.897,9.7819,7.6305,5.9465,7.1666,10.48,13.757,15.913,16.436,15.215,12.556,9.3757,3.8596
