component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18,component_19
14.251118082978305,3.1041131969845708,-2.8893550558092342,-0.565568225620501,0.3836154684706936,-0.5763567499617032,0.055979860179624905,0.21085035589826012,-0.08418077207089612,0.23042641635414363,-0.12467765287310759,-0.17211385361786338,0.07170349965182073,0.06994178870144623,0.08659501496244935,-0.14988322485202252,-0.04875860809219726,-0.03429396186145244,-0.03453046791609002
-0.5922001362662781,0.5720205489871251,0.3984646955161826,1.4669795226263456,-1.3985080715872698,-1.0311385382316345,0.181018043330493,-0.5381044346054001,-0.35343450482938127,0.08368456907780089,-0.028644604983444694,0.01909885599075994,0.18850034427310838,-0.15884146988617484,-0.09266212450411838,-0.03283398939519871,0.03879869776626073,-0.022957907781806203,0.013274143585401138
-4.262397514983406,5.153243517061468,-0.030457755529814123,0.05759074811859636,-0.5570246083323882,-0.011040999700124813,0.12211984129393351,0.6882420714238471,-0.14652526908329885,-0.24797277658766612,0.05973053999371994,-0.18064573490177555,-0.041632354457222104,-0.18547147506203124,0.001457846053485097,-0.034426660114960615,-0.0843122170572576,0.15436028080775788,-0.0034745757780680906
0.8968633687890655,2.3181629466468987,0.9634402922502306,0.8887896289089489,1.9207785773064596,-0.3011859688328069,0.3278670317380466,0.308499597149078,-0.05497951535913206,0.007649195013804429,-0.2714402155573322,0.06257598584816976,0.027030354468068035,0.0543588993280293,-0.05383132418321115,0.08479897472784426,0.17703540767475506,0.07015866855084996,-0.008859327669802798
-5.901907858741229,-2.835049092252573,2.6254059297809755,-1.7295746402744594,0.02920575720785718,-0.6566930693978096,-0.08131750791983489,0.24119358510852063,-0.16319298787059816,0.040340483595622256,0.14800816386220986,-0.23240958316368443,0.11807512985898316,-0.037208204076283884,0.09336691592972447,0.1527558934383501,0.047572086773885934,-0.0887533811119074,-0.0366961055392752
0.23172802251327365,0.507156111093177,1.8897661067247158,0.1251034425388017,0.27589732393737215,1.1592070148318483,0.4140024336847736,-0.3904641255595981,-0.544399163966775,0.08302266916680472,0.28354989615612464,-0.017039868248447408,0.057948636912067676,0.14680177393612465,0.12116835629944234,-0.03625579701970957,0.02105746014552295,0.05578330164323572,0.01929214646706358
8.872420755095568,-2.3217724368660546,1.8128110263217214,0.21648270746816506,1.030237660997481,-0.600304786106857,0.36735958650641065,-0.43605468808275066,0.10737403839894484,-0.38995214745452467,0.12698691053036062,-0.0608163399741196,-0.14420175710877348,-0.012237106311126834,-0.012221931974340825,0.10379293483925844,-0.1211606430677697,-0.00829440187106101,0.04615110979588702
-4.383071842389935,14.325601536094048,-0.4857857545474753,-0.7770136505704397,0.2037592254787353,0.008583091341530884,-0.48668671379049816,-0.4448052996752845,0.13022971076002773,-0.17748194183945556,0.01967821060409601,0.1247906461249444,0.00032539144496193174,0.04676216359321287,0.002398337944102284,0.005532854228498174,0.008826136015994903,-0.05685959567375132,-0.0024379073203177554
-1.0848328076004392,0.30240395628462535,3.889999677963125,-0.4936179419905913,-0.826626530342151,0.6513589593229909,0.423525058133072,-0.23378722409707722,0.4263822916405538,0.11611685587424543,-0.36067859915973605,-0.3026113862737689,-0.04115189089955951,-0.02641935026599253,0.002862137744905726,-0.045582682588992826,0.03876202934448599,-0.010618638570637762,0.05877652402755468
1.4514077797510372,-3.8371791319114927,-3.0259664690947625,-0.09336708438221139,-0.18368777486274612,-0.14697525943349704,-0.737106020440362,-0.36508853283792253,0.110789195511374,0.07390821541883853,-0.0765385375490567,0.10527889642402903,-0.14396889304292704,-0.16262114231823274,0.21734196319918467,0.035184512569971835,0.0726131368997231,0.09581957930670082,0.016186381493157025
7.6468234349763335,0.9468966544583792,-1.8324996781711254,-0.6663179292960889,-1.4220510963513895,0.602658844328923,0.5344791760664319,0.38315370937309023,-0.17248874605799805,-0.012610588957243195,-0.029366171400534352,0.27384903611925393,-0.20375758298573565,-0.0692518175899577,-0.044012975981256364,0.10624282053328096,0.04696374129807245,-0.07839595587984638,-0.0008294163777204933
4.492199513671331,0.26077154884550696,-0.5177068833211332,0.8985840378806457,-0.4689067994611184,0.40901444218113187,0.11432503913331443,-0.04501321555270133,0.6164962715692561,0.1135651775441712,0.37695234606106354,-0.035909429469288094,0.16945136512808628,-0.004662393975928206,-0.039181789843999934,0.06408645265335301,0.027387176745890456,0.04172464901420217,-0.07950110200420454
2.3237420679361107,-1.3845562897672998,5.829321953489854,-0.4163776299677936,0.4371877107023922,0.14297029928250718,-0.7730291059418856,-0.04502710554512974,-0.13639516437169033,0.33110145812008307,0.012686294610633248,0.09920201674447658,-0.1857959901754082,-0.05700817235352426,-0.15854857031722808,-0.03682154004029351,-0.05959636201340291,0.029207809841866467,-0.04422489647245096
0.5017099355534052,-2.5688786781365116,0.5744829664737401,1.2243000269271103,0.8900358406723974,0.7638480987258347,-0.5248115188671619,0.39116033793787275,0.019563213560937053,-0.23376762797198467,0.06649645404865143,0.0038264657271110513,0.10701290969542784,-0.17387067416233226,0.028926955037964074,-0.10697432836671539,0.027819089520139773,-0.14270798101366908,0.0319479121066234
-10.722822919178746,-2.8997698366085167,-3.5147170581057314,-0.18034274808539458,1.0671938700720265,0.16509864930253912,0.7869064841378468,-0.3162300595036222,0.04685309512124051,0.08474430351378617,-0.10089303599412361,0.07505752400863229,-0.1021648714397488,-0.11662533620300296,-0.004278077124825405,-0.0692928603174608,-0.07492598172237629,-0.03937331195625029,-0.07652681674648396
-4.143155872196697,0.2740090448994406,-1.9386819882410913,-0.18401334537214584,0.45945537354480087,-0.16924309173859065,0.05011256748415704,0.3185137929044443,0.15114266294853895,0.42887001783489465,0.08437740427273514,0.1821137748584868,0.15760869609095965,0.025131592456366286,-0.021001617904435665,0.06304903719621856,-0.10619581047686032,0.00851571548873948,0.11520238439943899
-3.2524232062619984,-3.519777282245292,-3.067520996824656,-0.7885953120173751,-0.14370046261805533,-0.48165057208573164,-0.07289214074498168,0.049569755679148716,0.07353951688576642,-0.09785864870267974,0.3068329308980532,-0.1019948321727504,-0.18359953805466425,0.14079057699573452,-0.1406383075820138,-0.14195275573449004,0.12467871706471663,0.011544726662154253,0.04240913515128953
