component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18
-12.265284607462396,-3.3492775191914923,-4.878270299389255,0.6512835032314834,-1.9745692542303983,-1.3006430186600353,-0.18854651338091427,1.1624582515689872,1.1159303147424104,0.05043762736695571,0.09723114274619965,-0.004575495515954512,0.16566438777772466,-0.03128032058574766,-0.13737550580148575,-0.2909667740420523,0.002307760276365094,-0.09821021028225445
47.44313622073645,6.3440237999041615,-1.4925684887241557,-0.1765404063342048,-1.1990630513900211,-0.9959531941051604,1.0465295117432378,0.5663281617250144,-0.3803465191435133,-0.27532998082327137,0.019591356988841693,-0.504735608413059,0.42188727269815046,-0.11744202036533233,-0.04050545162684053,-0.09594552526758929,0.135632331742488,0.02266955854247137
15.703417935420434,-1.1705000944780275,0.2378145804236268,-1.60031368238219,2.2444904397208423,-0.31338985664227587,1.0038175334499084,-0.9360494677619694,-0.32244982473520784,0.5351531993116493,-0.5924324193607121,0.44378247698894074,0.06926093881977097,-0.21023978399956747,-0.2612819468206976,-0.2578570927606668,-0.20095264337262014,0.09727313532100089
34.549063789467034,0.12192746090826993,1.3047757851596784,0.2578843323396668,-0.8659111553327884,0.187362331331538,-1.236826656018596,-1.3786436757990248,1.4649007548234654,0.29481219044271045,-0.49547173004877215,-0.10427500802092941,-0.3453645937089026,-0.2832842736743134,0.012548086389537933,0.13686791536324608,0.13968409080812616,0.008495778122957811
-16.218538342824694,2.3531178179530476,9.166910990341623,-1.2050081556060508,0.7970184112998894,-1.4584879991001638,-0.24387849067413725,0.023149505916332486,0.35657052436729675,-0.14487033820853415,-0.3751482867399097,-0.42985860663291636,0.39819684822985263,0.090064901250051,0.10630230182313782,0.0883045255524088,-0.1629464441221113,-0.046580600471592765
12.980994223140053,-2.9599193974796654,-0.8462514421260313,-0.6156977480958297,0.17227330951076536,-0.18426084705401505,1.0801695032004344,-1.31105829738117,-0.8878580722105271,0.3774061627619372,0.35187822921766904,0.40781915780714534,0.27035469674507573,0.05447018302902855,0.2471488623153932,0.13664189761463,0.12803325942046326,-0.17097736726320614
30.00892599993877,1.418850340104008,0.9754844007564674,-0.5452353837178159,0.359824705790335,-0.8255768164429522,-1.3883612004785901,-0.5694498182911694,-0.01611053127729213,-0.10718603817058378,1.286185449796936,0.04090467410663001,-0.2249731422922072,0.4648436836970504,-0.15821709218921867,-0.08404776464227058,-0.12020316339668284,0.006216954079558653
-8.9960671538701,-5.806425140271939,-3.5589647804366464,-1.6591528785037706,-1.5124804619492394,-0.44896618303346675,0.9661303005298524,-0.5490676587884313,0.7960165883866623,0.034033481505008435,-0.6387760867574461,-0.10266095722655799,0.08670463380251674,0.526255458811602,0.0033358393790965204,0.1420253621862925,-0.0309174015644952,0.04349811880872874
7.427997058770579,-3.4458944584915403,5.59471461506265,4.798214682381825,-0.7490120129400053,-1.972248811610316,0.3381689649138657,1.1065370861084365,-0.3993334999447968,-0.3826588141969725,-0.3436719569696523,0.543055758213748,-0.21589193318956273,0.07034957018806537,-0.13108079922908825,0.050824431957305856,0.1000842755015275,0.008910854422432949
-21.38742364147271,6.777592989596865,1.8152153110092766,-3.01897272647968,1.3705386636607864,1.2653838969061972,-0.553956377803206,0.8382031633769448,-0.03996694270580206,0.80937888384352,-0.3802449529773024,0.23305416530185455,-0.14461287799096803,0.24850602798136479,-0.1036631389216161,-0.12846072129141178,0.24107608596331803,-0.05425071679389871
-19.656273445822553,4.798687305697489,-2.1276856081070568,1.082258051754723,-1.5071140070104072,-0.9243025126687582,-1.2997431795548136,-0.47625442375818156,0.04952131867756754,-0.04775362673481794,-0.043047072969956114,0.38686421020381495,0.055882923760344934,-0.23918064934010833,0.3647198274037779,-0.1001707908119067,-0.15588996133199778,-0.06365415903530423
33.427737467094126,-0.17062784925863067,-1.5334961219586571,-1.8301543228108026,0.07524529419423844,2.4081351595113807,-0.03414707310797479,1.771536739146098,-0.19698930581985766,-0.5801087674856148,-0.4388389822879999,0.18061466016440172,-0.2302539842260565,0.0687798634214013,0.3245946024490323,0.07667034100258281,-0.16027496626896795,-0.0022227001642038014
-20.871983334445943,-3.4709060872746464,4.472748656817888,-1.5026783211109949,-3.0003259091450722,1.897606291957943,0.8385899749772913,-0.8928083442820445,-0.35120657332279587,-0.8183891331091798,0.3108328440751831,-0.20731647656634247,-0.2557181427395008,-0.09163255793667655,0.10872505898758351,-0.28954839734135757,0.0857488441937458,0.0416745373163197
-23.551540543776042,6.206687869085728,-5.264509696306278,1.102507299030214,0.5047109714670279,-0.8095172776619495,-0.3153473223585994,-0.9722080041152791,-0.9314775437022721,-1.0199097902453729,-0.5561186976067722,-0.14373594160795075,-0.2093875678086774,0.09267321082422708,-0.18275121654781554,0.11040889112284191,0.017115060431853873,0.01940390763189712
