combinations,mahalonobis_distance,cosine_distance,correlation_distance
Sequence_1-Sequence_2,79.588623046875,0.08127909898757935,0.08483332395553589
Sequence_1-Sequence_3,119.41539764404297,0.3263512849807739,0.34215861558914185
Sequence_1-Sequence_4,82.55654907226562,0.15423274040222168,0.16936898231506348
Sequence_1-Sequence_5,81.44209289550781,0.14172255992889404,0.15505003929138184
Sequence_1-Sequence_6,117.15461730957031,0.1938895583152771,0.2134353518486023
Sequence_1-Sequence_7,150.53585815429688,0.24990957975387573,0.2681822180747986
Sequence_1-Sequence_8,131.01858520507812,0.39774954319000244,0.42464709281921387
Sequence_1-Sequence_9,80.0195083618164,0.10897064208984375,0.1177939772605896
Sequence_1-Sequence_10,105.8624038696289,0.14547592401504517,0.15562808513641357
Sequence_1-Sequence_11,72.69633483886719,0.12603223323822021,0.13752633333206177
Sequence_1-Sequence_12,108.79273986816406,0.1469404697418213,0.15539300441741943
Sequence_1-Sequence_13,109.52825927734375,0.22268253564834595,0.24615252017974854
Sequence_1-Sequence_14,108.42784118652344,0.27456849813461304,0.29357218742370605
Sequence_1-Sequence_15,120.45046997070312,0.14147144556045532,0.1436854600906372
Sequence_1-Sequence_16,157.21591186523438,0.19885504245758057,0.20276516675949097
Sequence_1-Sequence_17,109.12721252441406,0.15944862365722656,0.17154043912887573
Sequence_1-Sequence_18,84.77116394042969,0.10401439666748047,0.11157381534576416
Sequence_1-Sequence_19,128.53359985351562,0.16956865787506104,0.17434310913085938
Sequence_1-Sequence_20,94.62054443359375,0.21067321300506592,0.23049992322921753
Sequence_1-Sequence_21,141.16656494140625,0.1885930299758911,0.19437992572784424
Sequence_1-Sequence_22,118.83432006835938,0.24849987030029297,0.2735735774040222
Sequence_1-Sequence_23,108.69941711425781,0.15218257904052734,0.16269457340240479
Sequence_1-Sequence_24,118.94071960449219,0.17775338888168335,0.19413214921951294
Sequence_1-Sequence_25,165.9613037109375,0.2345249056816101,0.25454801321029663
Sequence_1-Sequence_26,119.32286071777344,0.18496251106262207,0.20398253202438354
Sequence_1-Sequence_27,116.67852020263672,0.17198294401168823,0.1867884397506714
Sequence_1-Sequence_28,63.61725997924805,0.10017502307891846,0.10909384489059448
Sequence_1-Sequence_29,118.90975952148438,0.13227009773254395,0.1303432583808899
Sequence_1-Sequence_30,66.07341766357422,0.10806608200073242,0.11815375089645386
Sequence_1-Sequence_31,79.05467224121094,0.1348831057548523,0.14698642492294312
Sequence_1-Sequence_32,113.43858337402344,0.16828274726867676,0.18217235803604126
Sequence_1-Sequence_33,134.81640625,0.40490150451660156,0.4302971363067627
Sequence_1-Sequence_34,124.32389831542969,0.34729981422424316,0.36253970861434937
Sequence_1-Sequence_35,159.67147827148438,0.2190760374069214,0.23670494556427002
Sequence_1-Sequence_36,125.55392456054688,0.18307501077651978,0.19134998321533203
Sequence_1-Sequence_37,67.1495361328125,0.10615569353103638,0.10854238271713257
Sequence_1-Sequence_38,86.22396087646484,0.1682366132736206,0.18503040075302124
Sequence_1-Sequence_39,40.79731750488281,0.03564578294754028,0.0388835072517395
Sequence_1-Sequence_40,144.67213439941406,0.17468887567520142,0.18162918090820312
Sequence_1-Sequence_41,108.48733520507812,0.22260713577270508,0.24626284837722778
Sequence_1-Sequence_42,104.06692504882812,0.13539612293243408,0.14344048500061035
Sequence_1-Sequence_43,118.65105438232422,0.23847460746765137,0.263899564743042
Sequence_1-Sequence_44,75.81770324707031,0.13495326042175293,0.14320343732833862
Sequence_1-Sequence_45,136.35147094726562,0.20801293849945068,0.22491168975830078
Sequence_1-Sequence_46,119.3990478515625,0.1270275115966797,0.12741726636886597
Sequence_1-Sequence_47,88.04048919677734,0.18041527271270752,0.19641679525375366
Sequence_1-Sequence_48,113.75120544433594,0.20990926027297974,0.23150932788848877
Sequence_1-Sequence_49,113.224365234375,0.16318148374557495,0.1730840802192688
Sequence_1-Sequence_50,136.77581787109375,0.16233646869659424,0.1634421944618225
Sequence_1-Sequence_51,115.94466400146484,0.17123180627822876,0.1829700469970703
Sequence_1-Sequence_52,84.76115417480469,0.1378902792930603,0.15134364366531372
Sequence_1-Sequence_53,155.85853576660156,0.21341979503631592,0.23007303476333618
Sequence_1-Sequence_54,106.9174575805664,0.1494516134262085,0.16300642490386963
Sequence_1-Sequence_55,74.65199279785156,0.12442058324813843,0.13632315397262573
Sequence_1-Sequence_56,41.64861297607422,0.04006946086883545,0.043669283390045166
Sequence_1-Sequence_57,73.41170501708984,0.1275017261505127,0.13898062705993652
Sequence_1-Sequence_58,108.26368713378906,0.15479952096939087,0.16581100225448608
Sequence_1-Sequence_59,117.67471313476562,0.3283960223197937,0.361474871635437
Sequence_1-Sequence_60,134.44740295410156,0.15767443180084229,0.16133475303649902
Sequence_1-Sequence_61,43.496299743652344,0.04436975717544556,0.04835766553878784
Sequence_1-Sequence_62,57.20655822753906,0.07893157005310059,0.08544832468032837
Sequence_1-Sequence_63,230.6053924560547,0.3142990469932556,0.34083086252212524
Sequence_1-Sequence_64,68.68745422363281,0.10764956474304199,0.11608743667602539
Sequence_1-Sequence_65,140.90272521972656,0.1825844645500183,0.19090545177459717
Sequence_1-Sequence_66,99.14010620117188,0.1913636326789856,0.21094661951065063
Sequence_1-Sequence_67,150.97059631347656,0.2014223337173462,0.210665762424469
Sequence_1-Sequence_68,135.55084228515625,0.16963273286819458,0.17184370756149292
Sequence_1-Sequence_69,121.6544189453125,0.1436750888824463,0.14939367771148682
Sequence_1-Sequence_70,154.671142578125,0.39687293767929077,0.41242706775665283
Sequence_1-Sequence_71,69.84166717529297,0.12123805284500122,0.13124728202819824
Sequence_1-Sequence_72,108.15299987792969,0.15171515941619873,0.16244018077850342
Sequence_1-Sequence_73,114.80754089355469,0.1699199676513672,0.18682539463043213
Sequence_1-Sequence_74,63.44983673095703,0.09280622005462646,0.10048055648803711
Sequence_1-Sequence_75,145.40943908691406,0.17974376678466797,0.18645447492599487
Sequence_1-Sequence_76,140.2353057861328,0.1666262149810791,0.17264753580093384
Sequence_1-Sequence_77,120.06075286865234,0.3355869650840759,0.35703957080841064
Sequence_1-Sequence_78,101.41278076171875,0.20222514867782593,0.22296220064163208
Sequence_1-Sequence_79,150.0852813720703,0.20052248239517212,0.21171587705612183
Sequence_1-Sequence_80,77.79157257080078,0.13743537664413452,0.1495753526687622
Sequence_1-Sequence_81,109.55155944824219,0.14802366495132446,0.1565314531326294
Sequence_1-Sequence_82,82.5244369506836,0.14799165725708008,0.160713791847229
Sequence_1-Sequence_83,79.90728759765625,0.14228731393814087,0.14778053760528564
Sequence_1-Sequence_84,83.68525695800781,0.158471941947937,0.17093753814697266
Sequence_1-Sequence_85,130.59353637695312,0.1696450114250183,0.18430840969085693
Sequence_1-Sequence_86,109.12765502929688,0.22541368007659912,0.24939298629760742
Sequence_1-Sequence_87,120.7783203125,0.14641070365905762,0.14893871545791626
Sequence_1-Sequence_88,133.6722412109375,0.1950421929359436,0.20663082599639893
Sequence_1-Sequence_89,37.441558837890625,0.03194749355316162,0.03482574224472046
Sequence_1-Sequence_90,129.61012268066406,0.14540064334869385,0.14526283740997314
Sequence_1-Sequence_91,144.3662872314453,0.15736651420593262,0.1568177342414856
Sequence_1-Sequence_92,134.8045196533203,0.1648235321044922,0.16966140270233154
Sequence_1-Sequence_93,85.69624328613281,0.1369941234588623,0.15024685859680176
Sequence_1-Sequence_94,58.57041931152344,0.08688735961914062,0.09182453155517578
Sequence_1-Sequence_95,116.62477111816406,0.11904507875442505,0.11874502897262573
Sequence_1-Sequence_96,141.82757568359375,0.22617417573928833,0.24857592582702637
Sequence_1-Sequence_97,75.37396240234375,0.08237659931182861,0.08661502599716187
Sequence_1-Sequence_98,65.88587188720703,0.07681906223297119,0.08351963758468628
Sequence_1-Sequence_99,115.76675415039062,0.12202781438827515,0.12138044834136963
Sequence_1-Sequence_100,86.898193359375,0.13368898630142212,0.1462281346321106
Sequence_1-Sequence_101,130.020751953125,0.14354568719863892,0.1452925205230713
Sequence_1-Sequence_102,102.73321533203125,0.14245474338531494,0.15530180931091309
Sequence_1-Sequence_103,123.46601867675781,0.15347051620483398,0.15855461359024048
Sequence_1-Sequence_104,166.81912231445312,0.2312455177307129,0.2514652609825134
Sequence_1-Sequence_105,87.98471069335938,0.17514628171920776,0.19164955615997314
Sequence_1-Sequence_106,139.32720947265625,0.17554771900177002,0.18155241012573242
Sequence_1-Sequence_107,78.50558471679688,0.14076244831085205,0.14768338203430176
Sequence_1-Sequence_108,129.32870483398438,0.1982882022857666,0.2129555344581604
Sequence_1-Sequence_109,143.6759490966797,0.19120174646377563,0.19520783424377441
Sequence_1-Sequence_110,87.06756591796875,0.1143641471862793,0.12233352661132812
Sequence_1-Sequence_111,135.86404418945312,0.1694498062133789,0.1702265739440918
Sequence_1-Sequence_112,137.95980834960938,0.17359137535095215,0.1786845326423645
Sequence_1-Sequence_113,154.11172485351562,0.2120789885520935,0.22546643018722534
Sequence_1-Sequence_114,115.41156005859375,0.14410346746444702,0.15049844980239868
Sequence_1-Sequence_115,127.82000732421875,0.217060387134552,0.23746711015701294
Sequence_1-Sequence_116,143.55722045898438,0.1988019347190857,0.20716238021850586
Sequence_1-Sequence_117,140.0565643310547,0.19604676961898804,0.20358425378799438
Sequence_1-Sequence_118,153.01109313964844,0.19439393281936646,0.2054557204246521
Sequence_1-Sequence_119,164.38037109375,0.2276265025138855,0.2469419240951538
Sequence_1-Sequence_120,119.17283630371094,0.14046400785446167,0.14229637384414673
Sequence_1-Sequence_121,140.84237670898438,0.16419196128845215,0.16906261444091797
Sequence_1-Sequence_122,107.882568359375,0.15157544612884521,0.16275757551193237
Sequence_1-Sequence_123,141.7979736328125,0.19019192457199097,0.19420015811920166
Sequence_1-Sequence_124,203.06021118164062,0.24983280897140503,0.24970561265945435
Sequence_1-Sequence_125,143.19461059570312,0.19455361366271973,0.20277178287506104
Sequence_1-Sequence_126,142.092529296875,0.18794620037078857,0.1930086612701416
Sequence_1-Sequence_127,67.7673110961914,0.1078450083732605,0.11836588382720947
Sequence_1-Sequence_128,135.27078247070312,0.22701889276504517,0.24496448040008545
Sequence_1-Sequence_129,143.05999755859375,0.18833070993423462,0.19729942083358765
Sequence_1-Sequence_130,135.37603759765625,0.15883362293243408,0.15932512283325195
Sequence_1-Sequence_131,136.37088012695312,0.16660094261169434,0.17175143957138062
Sequence_1-Sequence_132,112.66787719726562,0.1652282476425171,0.1784762144088745
Sequence_1-Sequence_133,76.98698425292969,0.11749207973480225,0.1284615397453308
Sequence_1-Sequence_134,79.09983825683594,0.15383285284042358,0.1661924123764038
Sequence_1-Sequence_135,142.8599395751953,0.1992751955986023,0.21195024251937866
Sequence_1-Sequence_136,145.23165893554688,0.18254947662353516,0.18936753273010254
Sequence_1-Sequence_137,145.93505859375,0.18930703401565552,0.19980239868164062
Sequence_1-Sequence_138,59.18256378173828,0.08130353689193726,0.08819973468780518
Sequence_1-Sequence_139,123.65972900390625,0.14860999584197998,0.14825201034545898
Sequence_1-Sequence_140,139.10983276367188,0.18050044775009155,0.18738144636154175
Sequence_1-Sequence_141,174.08425903320312,0.211159348487854,0.21129918098449707
Sequence_1-Sequence_142,135.61817932128906,0.201427161693573,0.21901148557662964
Sequence_1-Sequence_143,146.3328094482422,0.21883201599121094,0.23104393482208252
Sequence_1-Sequence_144,147.04165649414062,0.217556893825531,0.23132121562957764
Sequence_1-Sequence_145,159.83901977539062,0.21163225173950195,0.22687655687332153
Sequence_1-Sequence_146,76.64558410644531,0.14318156242370605,0.15234220027923584
Sequence_1-Sequence_147,138.01402282714844,0.31080782413482666,0.3371239900588989
Sequence_1-Sequence_148,66.57359313964844,0.0782269835472107,0.08530479669570923
Sequence_1-Sequence_149,145.3289794921875,0.20843911170959473,0.22380292415618896
Sequence_1-Sequence_150,115.94749450683594,0.17484617233276367,0.18744689226150513
Sequence_1-Sequence_151,141.46734619140625,0.17655009031295776,0.18998444080352783
Sequence_1-Sequence_152,104.278076171875,0.21599656343460083,0.23882371187210083
Sequence_1-Sequence_153,141.5113983154297,0.1882725954055786,0.19881796836853027
Sequence_1-Sequence_154,105.80879211425781,0.25392013788223267,0.27388542890548706
Sequence_1-Sequence_155,83.57109069824219,0.13605767488479614,0.1494131088256836
Sequence_1-Sequence_156,112.93096923828125,0.157667875289917,0.16603589057922363
Sequence_1-Sequence_157,142.83370971679688,0.1748034954071045,0.18155312538146973
Sequence_1-Sequence_158,158.40203857421875,0.32070839405059814,0.35089242458343506
Sequence_1-Sequence_159,145.20703125,0.1910616159439087,0.19913828372955322
Sequence_1-Sequence_160,107.04827880859375,0.1511961817741394,0.16169244050979614
Sequence_1-Sequence_161,106.6718978881836,0.14841479063034058,0.1592557430267334
Sequence_1-Sequence_162,138.85385131835938,0.17995142936706543,0.18706297874450684
Sequence_1-Sequence_163,110.08007049560547,0.2123611569404602,0.2346612811088562
Sequence_1-Sequence_164,61.531005859375,0.08801108598709106,0.09267747402191162
Sequence_1-Sequence_165,44.044551849365234,0.04711705446243286,0.05129474401473999
Sequence_1-Sequence_166,119.53125,0.13721168041229248,0.13667839765548706
Sequence_1-Sequence_167,145.1880340576172,0.18349796533584595,0.1900719404220581
Sequence_1-Sequence_168,149.29531860351562,0.22811847925186157,0.24642544984817505
Sequence_1-Sequence_169,75.43766784667969,0.1259281039237976,0.1322827935218811
Sequence_1-Sequence_170,139.87969970703125,0.15740448236465454,0.16028720140457153
Sequence_1-Sequence_171,128.03082275390625,0.26570892333984375,0.29458171129226685
Sequence_1-Sequence_172,141.23715209960938,0.18891578912734985,0.19691359996795654
Sequence_1-Sequence_173,73.16728210449219,0.12686485052108765,0.13407248258590698
Sequence_1-Sequence_174,106.2728271484375,0.19085454940795898,0.21022295951843262
Sequence_1-Sequence_175,140.58096313476562,0.16697710752487183,0.16840124130249023
Sequence_1-Sequence_176,139.9224090576172,0.18607747554779053,0.19364261627197266
Sequence_1-Sequence_177,113.00965881347656,0.2927559018135071,0.2984192371368408
Sequence_1-Sequence_178,138.7148895263672,0.17711853981018066,0.18450796604156494
Sequence_1-Sequence_179,96.00735473632812,0.1622089147567749,0.1780306100845337
Sequence_1-Sequence_180,146.91796875,0.2063218355178833,0.2163783311843872
Sequence_1-Sequence_181,69.64114379882812,0.08087170124053955,0.08755028247833252
Sequence_1-Sequence_182,234.86082458496094,0.26270514726638794,0.2518072724342346
